"plb0219","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No, never","2005","West Germany","5411","0.624064024451997","0.613780940901516","0.634347108002478","1"
"No, never","2005","East Germany","1406","0.567157845930901","0.547355926110096","0.586959765751706","1"
"Rarely","2005","West Germany","1508","0.172290072279438","0.164272902965561","0.180307241593315","5"
"Rarely","2005","East Germany","467","0.189033430530671","0.173385340562377","0.204681520498965","5"
"Yes, every 2 weeks","2005","West Germany","656","0.0859196126522092","0.079969979377231","0.0918692459271874","3"
"Yes, every 2 weeks","2005","East Germany","263","0.125034378323446","0.111815312505262","0.13825344414163","3"
"Yes, every 3-4 weeks","2005","West Germany","437","0.0554879834111271","0.0506277731117411","0.0603481937105131","4"
"Yes, every 3-4 weeks","2005","East Germany","133","0.0630248030783617","0.053312765666569","0.0727368404901544","4"
"Yes, every week","2005","West Germany","511","0.0622383072052289","0.0571093747848576","0.0673672396256002","2"
"Yes, every week","2005","East Germany","136","0.0557495421366203","0.0465798489385945","0.0649192353346462","2"
"No, never","2006","West Germany","","","","","1"
"No, never","2006","East Germany","","","","","1"
"Rarely","2006","West Germany","","","","","5"
"Rarely","2006","East Germany","","","","","5"
"Yes, every 2 weeks","2006","West Germany","","","","","3"
"Yes, every 2 weeks","2006","East Germany","","","","","3"
"Yes, every 3-4 weeks","2006","West Germany","","","","","4"
"Yes, every 3-4 weeks","2006","East Germany","","","","","4"
"Yes, every week","2006","West Germany","","","","","2"
"Yes, every week","2006","East Germany","","","","","2"
"No, never","2007","West Germany","5338","0.615213241505166","0.604927803661483","0.625498679348848","1"
"No, never","2007","East Germany","1445","0.553923189193609","0.534468964758997","0.573377413628222","1"
"Rarely","2007","West Germany","1566","0.1826050149343","0.174437833147619","0.190772196720982","5"
"Rarely","2007","East Germany","487","0.195558152300933","0.180035368276396","0.211080936325471","5"
"Yes, every 2 weeks","2007","West Germany","665","0.0849462664533662","0.0790524672725395","0.0908400656341929","3"
"Yes, every 2 weeks","2007","East Germany","282","0.127617164298533","0.114558690375697","0.140675638221368","3"
"Yes, every 3-4 weeks","2007","West Germany","455","0.0548252560765298","0.0500130271849711","0.0596374849680885","4"
"Yes, every 3-4 weeks","2007","East Germany","139","0.0610180708816272","0.0516501723374322","0.0703859694258221","4"
"Yes, every week","2007","West Germany","572","0.062410221030638","0.0572965335831393","0.0675239084781367","2"
"Yes, every week","2007","East Germany","155","0.0618834233252973","0.0524536794865374","0.0713131671640572","2"
"No, never","2008","West Germany","","","","","1"
"No, never","2008","East Germany","","","","","1"
"Rarely","2008","West Germany","","","","","5"
"Rarely","2008","East Germany","","","","","5"
"Yes, every 2 weeks","2008","West Germany","","","","","3"
"Yes, every 2 weeks","2008","East Germany","","","","","3"
"Yes, every 3-4 weeks","2008","West Germany","","","","","4"
"Yes, every 3-4 weeks","2008","East Germany","","","","","4"
"Yes, every week","2008","West Germany","","","","","2"
"Yes, every week","2008","East Germany","","","","","2"
"No, never","2009","East Germany","1296","0.542494201953986","0.522094144148474","0.562894259759497","1"
"No, never","2009","West Germany","4579","0.59792121099227","0.586856155435504","0.608986266549036","1"
"Rarely","2009","West Germany","1417","0.1939605309169","0.18503753131904","0.20288353051476","5"
"Rarely","2009","East Germany","450","0.198130729150961","0.181809109589129","0.214452348712793","5"
"Yes, every 2 weeks","2009","East Germany","225","0.105860722842071","0.093262608076549","0.118458837607592","3"
"Yes, every 2 weeks","2009","West Germany","625","0.0808219755250237","0.0746710483608602","0.0869729026891873","3"
"Yes, every 3-4 weeks","2009","East Germany","148","0.0823814130148167","0.0711228939972348","0.0936399320323986","4"
"Yes, every 3-4 weeks","2009","West Germany","403","0.0560712064850903","0.050879434572152","0.0612629783980285","4"
"Yes, every week","2009","East Germany","172","0.0711329330381662","0.0606073130298329","0.0816585530464995","2"
"Yes, every week","2009","West Germany","519","0.0712250760807161","0.0654208043136818","0.0770293478477503","2"
"No, never","2010","East Germany","437","0.550221710383637","0.51610986862661","0.584333552140663","1"
"No, never","2010","West Germany","2110","0.581763228417332","0.565877876427635","0.597648580407029","1"
"Rarely","2010","East Germany","166","0.189818783153509","0.162928353561414","0.216709212745604","5"
"Rarely","2010","West Germany","683","0.17927624271902","0.166923241753874","0.191629243684166","5"
"Yes, every 2 weeks","2010","East Germany","95","0.114564209154964","0.0927248404706726","0.136403577839254","3"
"Yes, every 2 weeks","2010","West Germany","416","0.112770316209337","0.102583744827171","0.122956887591502","3"
"Yes, every 3-4 weeks","2010","East Germany","66","0.0822808151644995","0.063438196416472","0.101123433912527","4"
"Yes, every 3-4 weeks","2010","West Germany","229","0.0619204588634398","0.0541588899610137","0.0696820277658659","4"
"Yes, every week","2010","East Germany","53","0.0631144821433912","0.0464402886374255","0.0797886756493569","2"
"Yes, every week","2010","West Germany","266","0.0642697537908716","0.0563722243430564","0.0721672832386867","2"
"No, never","2011","East Germany","1971","0.564872459062731","0.548384033576808","0.581360884548655","1"
"No, never","2011","West Germany","7949","0.613060382598832","0.604686378406026","0.621434386791638","1"
"Rarely","2011","East Germany","609","0.189624800328602","0.176587539976139","0.202662060681064","5"
"Rarely","2011","West Germany","2175","0.172442404958166","0.165947375890169","0.178937434026164","5"
"Yes, every 2 weeks","2011","East Germany","398","0.115363283325263","0.104738698121932","0.125987868528593","3"
"Yes, every 2 weeks","2011","West Germany","1213","0.0917295079584923","0.0867667615517799","0.0966922543652048","3"
"Yes, every 3-4 weeks","2011","East Germany","249","0.0613509506068309","0.0533699384955412","0.0693319627181206","4"
"Yes, every 3-4 weeks","2011","West Germany","713","0.0513297647643412","0.047535721984909","0.0551238075437733","4"
"Yes, every week","2011","East Germany","246","0.0687885066765733","0.0603711098110247","0.077205903542122","2"
"Yes, every week","2011","West Germany","945","0.0714379397201684","0.0670097127049442","0.0758661667353926","2"
"No, never","2012","East Germany","564","0.601517971139535","0.56998453692022","0.633051405358849","1"
"No, never","2012","West Germany","2607","0.636208579964809","0.621709006212421","0.650708153717197","1"
"Rarely","2012","East Germany","136","0.156222525048123","0.132838008917336","0.17960704117891","5"
"Rarely","2012","West Germany","626","0.13747610410277","0.127097751432183","0.147854456773358","5"
"Yes, every 2 weeks","2012","West Germany","426","0.0974038907079885","0.0884674592361404","0.106340322179837","3"
"Yes, every 2 weeks","2012","East Germany","100","0.107694492890273","0.0877282600158302","0.127660725764715","3"
"Yes, every 3-4 weeks","2012","East Germany","61","0.069418677056949","0.053048328366259","0.0857890257476389","4"
"Yes, every 3-4 weeks","2012","West Germany","240","0.0561583263232203","0.0492195018595771","0.0630971507868636","4"
"Yes, every week","2012","East Germany","65","0.0651463338651206","0.0492513750942321","0.0810412926360091","2"
"Yes, every week","2012","West Germany","330","0.0727530989012119","0.0649250651029964","0.0805811326994273","2"
"No, never","2013","East Germany","1869","0.552248262494267","0.53515235223226","0.569344172756274","1"
"No, never","2013","West Germany","7443","0.607605635327643","0.598890688918418","0.616320581736869","1"
"Rarely","2013","East Germany","603","0.206063775373893","0.192157845157764","0.219969705590022","5"
"Rarely","2013","West Germany","2084","0.186606584049104","0.179653039342313","0.193560128755895","5"
"Yes, every 2 weeks","2013","East Germany","371","0.118789207371828","0.107665877762425","0.129912536981232","3"
"Yes, every 2 weeks","2013","West Germany","1129","0.0921596574147361","0.0869970677422717","0.0973222470872006","3"
"Yes, every 3-4 weeks","2013","East Germany","194","0.0622393320597964","0.0539334668523649","0.0705451972672279","4"
"Yes, every 3-4 weeks","2013","West Germany","608","0.0522320554267846","0.0482609445819003","0.0562031662716688","4"
"Yes, every week","2013","East Germany","213","0.060659422700215","0.052452750465348","0.068866094935082","2"
"Yes, every week","2013","West Germany","795","0.0613960677817321","0.0571115306936933","0.0656806048697709","2"
"No, never","2014","East Germany","","","","","1"
"No, never","2014","West Germany","","","","","1"
"Rarely","2014","East Germany","","","","","5"
"Rarely","2014","West Germany","","","","","5"
"Yes, every 2 weeks","2014","East Germany","","","","","3"
"Yes, every 2 weeks","2014","West Germany","","","","","3"
"Yes, every 3-4 weeks","2014","East Germany","","","","","4"
"Yes, every 3-4 weeks","2014","West Germany","","","","","4"
"Yes, every week","2014","East Germany","","","","","2"
"Yes, every week","2014","West Germany","","","","","2"
"No, never","2015","West Germany","7490","0.598547568846767","0.589845698265867","0.607249439427668","1"
"No, never","2015","East Germany","1708","0.578554677457489","0.560601426169849","0.59650792874513","1"
"Rarely","2015","East Germany","486","0.171704414037739","0.157992954404557","0.185415873670921","5"
"Rarely","2015","West Germany","2070","0.18343370802603","0.176563315743589","0.190304100308471","5"
"Yes, every 2 weeks","2015","East Germany","335","0.1251493686902","0.113118927002294","0.137179810378107","3"
"Yes, every 2 weeks","2015","West Germany","1178","0.0960935246335857","0.0908616774694752","0.101325371797696","3"
"Yes, every 3-4 weeks","2015","East Germany","187","0.0673386005602069","0.0582270071735728","0.076450193946841","4"
"Yes, every 3-4 weeks","2015","West Germany","622","0.0555687551842451","0.0515020120183673","0.0596354983501229","4"
"Yes, every week","2015","East Germany","190","0.0572529392543642","0.0488060505249094","0.0656998279838189","2"
"Yes, every week","2015","West Germany","830","0.0663564433093715","0.0619379078934754","0.0707749787252676","2"
"No, never","2016","West Germany","","","","","1"
"No, never","2016","East Germany","","","","","1"
"Rarely","2016","West Germany","","","","","5"
"Rarely","2016","East Germany","","","","","5"
"Yes, every 2 weeks","2016","West Germany","","","","","3"
"Yes, every 2 weeks","2016","East Germany","","","","","3"
"Yes, every 3-4 weeks","2016","West Germany","","","","","4"
"Yes, every 3-4 weeks","2016","East Germany","","","","","4"
"Yes, every week","2016","West Germany","","","","","2"
"Yes, every week","2016","East Germany","","","","","2"
"No, never","2017","West Germany","8445","0.6269649866419","0.618752164437891","0.635177808845908","1"
"No, never","2017","East Germany","2023","0.621325813454779","0.604670028684585","0.637981598224972","1"
"Rarely","2017","West Germany","1857","0.154113400605779","0.147981822669338","0.16024497854222","5"
"Rarely","2017","East Germany","466","0.150853748926704","0.138564032755465","0.163143465097943","5"
"Yes, every 2 weeks","2017","West Germany","1279","0.0944365593783911","0.0894703446105473","0.0994027741462349","3"
"Yes, every 2 weeks","2017","East Germany","347","0.104963821466092","0.0944390502713271","0.115488592660857","3"
"Yes, every 3-4 weeks","2017","West Germany","815","0.0582547629289222","0.0542770960011273","0.0622324298567171","4"
"Yes, every 3-4 weeks","2017","East Germany","222","0.060451239856755","0.0522678202694948","0.0686346594440153","4"
"Yes, every week","2017","West Germany","924","0.0662302904450077","0.0620070656450436","0.0704535152449718","2"
"Yes, every week","2017","East Germany","200","0.0624053762956701","0.0540993919481059","0.0707113606432343","2"
"No, never","2018","West Germany","","","","","1"
"No, never","2018","East Germany","","","","","1"
"Rarely","2018","West Germany","","","","","5"
"Rarely","2018","East Germany","","","","","5"
"Yes, every 2 weeks","2018","West Germany","","","","","3"
"Yes, every 2 weeks","2018","East Germany","","","","","3"
"Yes, every 3-4 weeks","2018","West Germany","","","","","4"
"Yes, every 3-4 weeks","2018","East Germany","","","","","4"
"Yes, every week","2018","West Germany","","","","","2"
"Yes, every week","2018","East Germany","","","","","2"
"No, never","2019","West Germany","8131","0.630642946699027","0.622432896813893","0.638852996584161","1"
"No, never","2019","East Germany","2049","0.615935325771934","0.599521506074893","0.632349145468975","1"
"Rarely","2019","West Germany","2096","0.153047771532802","0.146923227112342","0.159172315953262","5"
"Rarely","2019","East Germany","526","0.152677519101181","0.140539387768694","0.164815650433669","5"
"Yes, every 2 weeks","2019","West Germany","1248","0.0940292118508223","0.0890642110668515","0.098994212634793","3"
"Yes, every 2 weeks","2019","East Germany","371","0.112517844818738","0.101853591871794","0.123182097765683","3"
"Yes, every 3-4 weeks","2019","West Germany","824","0.0564095536570664","0.0524849217947267","0.0603341855194062","4"
"Yes, every 3-4 weeks","2019","East Germany","201","0.0550864161372846","0.0473869923250413","0.0627858399495279","4"
"Yes, every week","2019","West Germany","976","0.0658705162602824","0.0616508325462251","0.0700901999743397","2"
"Yes, every week","2019","East Germany","226","0.0637828941708617","0.0555361918693064","0.072029596472417","2"
