"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","East Germany","","","","","","","","","","","","","",""
"1984","Employed","West Germany","95.76","90","7512","55","70","120","143","220","94.93","96.59","6","442","83","85"
"1984","Not Employed","East Germany","","","","","","","","","","","","","",""
"1984","Not Employed","West Germany","88.39","80","4637","50","62","108","140","200","87.33","89.45","12","442","80","80"
"1985","Employed","East Germany","","","","","","","","","","","","","",""
"1985","Employed","West Germany","95.78","90","6594","54","70","120","149","220","94.87","96.69","6","550","85","86"
"1985","Not Employed","East Germany","","","","","","","","","","","","","",""
"1985","Not Employed","West Germany","87.3","80","4085","50","60","105","134","200","86.14","88.46","10","564","80","83"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","86.42","78.73","922","43","60","104","140","225","83.97","88.87","10","270","76","80"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","80.4","74.31","336","30","53","100","149","215","76.13","84.67","8","250","73","80"
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","82.52","79.17","798","44","60","100","130","180","80.24","84.8","15","220","75","80"
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","83.05","77.25","259","45","60","103","135","180","78.64","87.46","8","220","76","85"
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","87.93","80","768","45","60","100","144","260","84.69","91.17","10","312","78","82"
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","70.25","65.04","244","25","48","85","120","200","64.86","75.64","10","260","68","75"
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","87.71","80","741","44","60","110","140","215","84.77","90.65","12","270","77","82"
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","80.55","70","211","40","55","110","130","215","75.23","85.87","12","250","70","80"
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","87.06","79.74","685","40","59","110","146","250","83.8","90.32","10","300","78","81"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","80.8","70","198","20","45","110","135","240","74.48","87.12","0","260","70","84"
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","88.55","84.08","636","42","60","110","148","200","85.49","91.61","9","204","75","87"
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","86.66","80","190","40","58","110","148","250","80.62","92.7","9","250","70","87"
"1992","Employed","East Germany","76.18","65","262","43","50","90","130","200","71.33","81.03","15","200","68","76"
"1992","Employed","West Germany","88.27","78","685","45","60","110","150","240","85.23","91.31","9","250","75","80"
"1992","Not Employed","East Germany","54.78","53.05","58","28","37","65","82","130","46.99","62.57","20","200","51","66"
"1992","Not Employed","West Germany","85.31","82.36","156","28","54","110","145","200","78.19","92.43","14","250","80","95"
"1993","Employed","East Germany","80.12","70","226","43","51","105","130","200","75.4","84.84","14","210","70","80"
"1993","Employed","West Germany","92.4","85","763","43","60","120","146","250","89.22","95.58","10","350","78","85"
"1993","Not Employed","East Germany","70.23","70","64","35","45","88","110","165","61.94","78.52","30","165","65","84"
"1993","Not Employed","West Germany","89.2","80","220","30","55","120","151","210","83.18","95.22","12","300","76","90"
"1994","Employed","East Germany","78.28","65","255","40","48","100","131","194","73.38","83.18","12","200","69","84"
"1994","Employed","West Germany","89.01","80","769","42","60","110","145","250","86","92.02","10","270","80","85"
"1994","Not Employed","East Germany","61.33","55.53","91","23","45","75","110","150","54.59","68.07","10","160","57","75"
"1994","Not Employed","West Germany","84.64","75","225","24","48","120","161","230","78.92","90.36","15","250","74","84"
"1995","Employed","East Germany","92.05","80","261","48","63","120","145","232","86.39","97.71","20","400","77","93"
"1995","Employed","West Germany","90.25","80","1076","46","60","115","145","230","87.73","92.77","10","350","80","85"
"1995","Not Employed","East Germany","68.54","60","103","36","48","75","125","170","61.11","75.97","20","180","66","75"
"1995","Not Employed","West Germany","78.29","71.79","422","28","55","100","120","230","74.42","82.16","13","300","72","78"
"1996","Employed","East Germany","78.35","66","336","42","55","95","126","180","74.08","82.62","12","400","70","78"
"1996","Employed","West Germany","92.36","81","883","46","64","120","145","260","89.72","95","10","320","80","85"
"1996","Not Employed","East Germany","74.33","64","107","41","49","82","120","240","67.02","81.64","32","240","61","72"
"1996","Not Employed","West Germany","85.59","77.1","278","40","55","101","150","260","80.31","90.87","12","270","78","86"
"1997","Employed","East Germany","77.77","70","305","44","55","100","120","157","73.98","81.56","16","220","70","79"
"1997","Employed","West Germany","89.54","80","782","43","60","110","149","230","86.61","92.47","10","365","80","85"
"1997","Not Employed","East Germany","62.23","59.3","136","26","45","74","100","140","56.69","67.77","10","180","60","70"
"1997","Not Employed","West Germany","93.74","86","273","52","62","120","150","200","88.75","98.73","10","230","77","90"
"1998","Employed","East Germany","86.05","78","2433","50","60","105","130","194","84.65","87.45","8","350","80","83"
"1998","Employed","West Germany","101.03","95","6393","55","70","120","150","240","100.03","102.03","10","420","90","94"
"1998","Not Employed","East Germany","72.22","65","1417","45","54","84","110","160","70.54","73.9","10","350","68","70"
"1998","Not Employed","West Germany","94.46","86","3955","52","65","120","150","220","93.21","95.71","6","330","86","90"
"1999","Employed","East Germany","88.72","78","298","42","59","106","130","350","84.05","93.39","18","350","75","84"
"1999","Employed","West Germany","96.25","84","918","46","62","120","160","300","92.9","99.6","10","450","82","86"
"1999","Not Employed","East Germany","70.42","62.1","110","45","51","80","107","180","63.93","76.91","16","213","64","75"
"1999","Not Employed","West Germany","84.64","75.02","274","34","55","100","140","260","78.43","90.85","10","385","75","85"
"2000","Employed","East Germany","87.61","80","1547","50","60","110","135","200","85.66","89.56","15","350","80","86"
"2000","Employed","West Germany","101.85","94","6025","53","70","128","160","250","100.7","103","10","450","100","100"
"2000","Not Employed","East Germany","73.58","67","1012","46","55","90","112","164","71.75","75.41","17","250","69","71"
"2000","Not Employed","West Germany","99.51","90","3627","55","70","120","150","240","98.07","100.95","10","450","95","100"
"2001","Employed","East Germany","83.3","76.31","366","48","60","100","125","170","79.94","86.66","20","250","74","85"
"2001","Employed","West Germany","95.34","86","1284","50","64","120","150","250","92.87","97.81","12","320","88","92"
"2001","Not Employed","East Germany","71.6","66.7","159","42","54","83","110","150","67.16","76.04","16","170","64","75"
"2001","Not Employed","West Germany","94.17","84","374","43","63","120","150","230","89.21","99.13","8","320","84","95"
"2002","Employed","East Germany","86.95","80","3291","50","61","107","130","200","85.71","88.19","9","320","86","90"
"2002","Employed","West Germany","102.61","95","11356","55","72","125","155","250","101.71","103.51","10","450","103","107"
"2002","Not Employed","East Germany","73.29","65","2083","44","54","90","111","170","71.83","74.75","12","300","70","72"
"2002","Not Employed","West Germany","96.35","90","6085","54","68","120","150","220","95.2","97.5","10","450","97","100"
"2003","Employed","East Germany","88.71","83","3224","50","62","110","130","200","87.38","90.04","10","400","90","90"
"2003","Employed","West Germany","102.57","95","10803","55","72","125","155","250","101.66","103.48","11","450","102","106"
"2003","Not Employed","East Germany","74.11","65","2127","45","55","90","115","180","72.6","75.62","12","400","70","72"
"2003","Not Employed","West Germany","95.68","90","6070","52","66","120","150","230","94.53","96.83","10","450","96","100"
"2004","Employed","East Germany","88.46","80","3074","51","62","110","130","200","87.09","89.83","12","350","90","90"
"2004","Employed","West Germany","103.66","98","10397","56","72","126","158","250","102.72","104.6","11","450","105","110"
"2004","Not Employed","East Germany","74.06","65","2162","45","55","90","117","170","72.62","75.5","12","350","70","73"
"2004","Not Employed","West Germany","96.65","89","6037","53","67","120","150","250","95.45","97.85","9","450","98","100"
"2005","Employed","East Germany","88.92","81.93","2944","50","62","110","130","200","87.52","90.32","14","350","90","92"
"2005","Employed","West Germany","103.14","95","9922","56","72","125","160","250","102.18","104.1","6","450","104","107"
"2005","Not Employed","East Germany","74.43","67","2111","45","56","90","115","173","72.98","75.88","12","350","70","73"
"2005","Not Employed","West Germany","96.98","89","5805","54","68","120","150","244","95.76","98.2","9","450","97","100"
"2006","Employed","East Germany","87.88","80","3058","50","61","110","130","200","86.49","89.27","15","350","90","91"
"2006","Employed","West Germany","103.53","95","10396","56","72","128","160","248","102.58","104.48","9","838","105","110"
"2006","Not Employed","East Germany","75.2","68","2317","45","56","90","120","186","73.75","76.65","12","350","70","74"
"2006","Not Employed","West Germany","97.04","89","6557","54","67","120","150","240","95.84","98.24","9","838","100","100"
"2007","Employed","East Germany","89.15","82","2906","50","63","110","135","206","87.68","90.62","12","400","90","92"
"2007","Employed","West Germany","104.17","96","9667","56","73","128","160","260","103.2","105.14","9","500","105","110"
"2007","Not Employed","East Germany","76.57","67","2192","46","56","90","120","200","74.96","78.18","12","400","71","75"
"2007","Not Employed","West Germany","98.64","90","6145","55","68","120","150","250","97.39","99.89","10","838","100","100"
"2008","Employed","East Germany","88.22","80","2798","50","62","110","130","200","86.79","89.65","12","360","90","95"
"2008","Employed","West Germany","105.66","98","9103","56","73","130","160","282","104.64","106.68","10","470","106","110"
"2008","Not Employed","East Germany","76.99","68","2025","47","57","91","120","180","75.5","78.48","12","350","70","75"
"2008","Not Employed","West Germany","98.94","90","5713","54","68","120","150","240","97.63","100.25","10","938","100","100"
"2009","Employed","East Germany","89.08","80.1","2688","50","63","110","138","200","87.58","90.58","10","350","90","95"
"2009","Employed","West Germany","106.12","100","8522","57","74","130","160","280","105.06","107.18","10","500","107","110"
"2009","Not Employed","East Germany","76.53","68","1892","46","56","94","120","186","74.96","78.1","12","350","70","74"
"2009","Not Employed","West Germany","99.83","90","5207","55","70","120","155","250","98.49","101.17","10","550","100","100"
"2010","Employed","East Germany","89.13","80","3402","49","62","110","136","200","87.79","90.47","12","380","90","93"
"2010","Employed","West Germany","106.66","100","12163","57","75","130","160","270","105.79","107.53","10","500","108","110"
"2010","Not Employed","East Germany","78.33","68.53","2110","47","57","92","120","200","76.81","79.85","15","360","72","76"
"2010","Not Employed","West Germany","100.8","90","6675","55","70","120","158","250","99.62","101.98","8","550","100","100"
"2011","Employed","East Germany","89.99","81","3911","49","63","114","138","200","88.7","91.28","15","360","90","94"
"2011","Employed","West Germany","107.6","100","14383","57","75","130","166","260","106.79","108.41","11","500","110","110"
"2011","Not Employed","East Germany","77.54","69","2494","47","58","93","120","198","76.08","79","9","360","72","75"
"2011","Not Employed","West Germany","100.72","90","8178","55","70","120","160","250","99.68","101.76","11","500","100","100"
"2012","Employed","East Germany","90.84","81","3795","50","64","115","140","220","89.51","92.17","12","360","90","95"
"2012","Employed","West Germany","107.68","100","14102","57","75","130","167","256","106.86","108.5","13","540","110","110"
"2012","Not Employed","East Germany","77.2","69","2476","47","58","90","120","198","75.76","78.64","9","360","72","75"
"2012","Not Employed","West Germany","102.06","92","7871","55","70","125","160","250","100.98","103.14","10","500","100","101"
"2013","Employed","East Germany","91.59","84","3588","50","65","118","137","200","90.21","92.97","13","450","90","95"
"2013","Employed","West Germany","109.77","100","13302","58","76","135","167","250","108.93","110.61","10","540","110","111"
"2013","Not Employed","East Germany","77.31","69","2641","47","58","90","120","200","75.93","78.69","10","450","72","75"
"2013","Not Employed","West Germany","99.38","90","11698","54","69","120","150","250","98.55","100.21","10","450","90","94"
"2014","Employed","East Germany","90.17","80","3446","50","63","115","140","200","88.78","91.56","10","450","90","95"
"2014","Employed","West Germany","107.62","100","14319","56","75","130","165","250","106.83","108.41","10","470","105","110"
"2014","Not Employed","East Germany","76.8","69","2238","47","58","90","120","180","75.33","78.27","10","450","72","75"
"2014","Not Employed","West Germany","102.98","95","7705","56","71","125","160","250","101.91","104.05","12","450","100","100"
"2015","Employed","East Germany","89.75","82","3239","49","61","115","140","200","88.33","91.17","11","420","90","95"
"2015","Employed","West Germany","108.76","100","13358","57","75","135","168","258","107.92","109.6","11","470","109","110"
"2015","Not Employed","East Germany","76.38","68","2281","45","57","90","120","182","74.89","77.87","10","420","72","75"
"2015","Not Employed","West Germany","101.34","93","8508","54","70","125","158","250","100.34","102.34","10","430","91","95"
"2016","Employed","East Germany","90.36","81","3151","48","61","120","140","200","88.89","91.83","14","370","90","95"
"2016","Employed","West Germany","107.24","100","12965","56","75","131","165","250","106.41","108.07","9","470","105","109"
"2016","Not Employed","East Germany","78.78","70","2444","45","57","95","125","200","77.36","80.2","11","370","72","75"
"2016","Not Employed","West Germany","102.46","95","8982","55","70","125","160","250","101.49","103.43","6","430","90","92"
"2017","Employed","East Germany","91.08","85","3628","48","62","118","140","210","89.69","92.47","12","370","90","95"
"2017","Employed","West Germany","107.36","100","14588","56","74","131","165","250","106.58","108.14","9","470","108","110"
"2017","Not Employed","East Germany","79.04","70","2615","45","57","96","122","190","77.69","80.39","8","370","73","75"
"2017","Not Employed","West Germany","102.46","95","10026","55","70","125","160","250","101.54","103.38","9","410","90","92"
"2018","Employed","East Germany","91.9","85","3571","49","62","117","140","210","90.52","93.28","12","360","90","92"
"2018","Employed","West Germany","108.37","100","14255","56","74","134","167","250","107.56","109.18","9","410","105","108"
"2018","Not Employed","East Germany","79.57","70","2517","45","56","100","128","190","78.17","80.97","14","360","73","76"
"2018","Not Employed","West Germany","102.51","96","9134","55","70","125","160","250","101.57","103.45","10","420","90","93"
"2019","Employed","East Germany","94.17","87","3691","50","64","120","140","235","92.43","95.91","12","698","97","100"
"2019","Employed","West Germany","108.21","100","14686","55","74","135","167","250","107.3","109.12","8","600","110","110"
"2019","Not Employed","East Germany","81.9","71","2384","46","57","100","130","200","80.35","83.45","14","410","74","78"
"2019","Not Employed","West Germany","104.74","97","8690","55","72","130","160","256","103.69","105.79","10","500","95","97"
